47.362080 47.284332 39.015980
256.223541 247.703918 15.584313
243.341202 273.254089 15.644283
216.407547 274.249054 15.645283
237.842819 230.840103 16.306232
267.139374 229.842926 17.172565
212.207474 242.165970 16.182573
228.559357 253.417801 16.168949
263.326996 273.920166 16.127377
219.817352 292.672699 16.457504
261.095337 293.574036 16.673428
287.133881 291.766144 16.440323
230.852997 217.757767 17.097309
274.129028 251.264511 16.903225
289.888214 273.127106 17.223583
191.239441 291.286377 17.989437
247.238449 299.099762 17.323601
220.271057 208.297363 18.365789
200.622269 229.272369 18.467197
187.076324 267.225861 19.565420
196.367676 212.628281 19.709091
260.683380 215.153030 18.820580
284.213379 215.903763 19.541842
291.137756 229.833725 19.646080
300.752502 252.647507 19.357500
199.618240 309.089539 19.729731
281.298248 310.857880 19.740351
227.029068 317.083344 19.091085
233.361984 198.067871 19.479637
253.196030 196.982956 20.332386
178.319397 241.876419 21.982889
275.356018 196.995468 21.496599
195.891769 197.880951 21.742424
244.247025 321.743469 20.653206
264.064117 323.176361 21.094189
313.080536 268.612366 22.314608
311.105865 287.767090 22.667753
304.406738 302.853699 22.106110
248.209167 182.478516 23.071632
211.443329 190.646667 22.290001
176.830948 300.625000 23.834524
276.840576 179.815735 24.207039
222.661392 182.734177 23.604431
299.836945 208.442032 24.224638
179.449692 212.071869 23.876797
310.611755 220.278412 24.982954
194.824646 182.642181 25.203791
324.586914 245.828217 25.451942
211.391174 330.271301 25.533123
166.139160 226.224655 26.296223
165.235291 277.548401 27.282732
182.970123 321.579224 26.933765
281.923981 336.579926 38.591335
238.577652 334.495911 26.027248
254.519608 342.253784 37.267673
228.274750 169.262375 26.688118
250.952301 162.185211 31.358505
294.736145 191.939743 27.087948
155.588654 252.166672 28.994680
326.442780 276.213928 27.298508
309.283508 324.618561 27.252577
208.752762 170.740326 30.395027
184.785538 181.431351 31.680252
323.632568 230.193176 28.424242
291.054596 177.263657 29.884556
162.820923 199.298706 37.237823
267.532471 161.658005 30.458874
225.666672 336.425293 29.310345
318.680725 194.114456 31.283133
151.604645 234.583618 42.791973
337.086853 243.100937 31.934273
337.416077 260.664276 31.964285
332.396149 284.937195 31.198067
323.619049 314.119049 30.761906
193.130722 339.477112 31.032681
211.328949 347.401306 31.552631
232.057236 152.491577 33.589226
149.448380 283.180634 33.693550
157.660004 305.910004 33.040001
240.579620 330.479828 33.955414
306.609344 328.450104 35.267517
284.685516 161.297302 39.080261
328.500000 204.000000 34.000000
151.320541 316.674957 35.851017
166.584564 331.738861 35.596439
182.772156 334.556976 36.392406
211.965225 340.727203 41.195961
216.464081 159.283051 47.397270
307.534912 180.428314 35.941177
329.194763 302.172852 36.185997
172.628494 184.849533 37.427429
338.824127 226.902130 39.692200
343.289856 287.971008 37.043480
146.332413 294.825470 38.362881
268.346039 333.128052 36.907356
202.338455 165.680222 39.005493
343.583649 250.115234 37.650558
146.399384 271.808044 39.551083
145.231110 257.160004 39.951111
244.314758 155.506271 45.062675
266.126099 152.667389 40.721741
323.055878 193.670593 40.349998
352.933319 274.108337 39.849998
155.115494 212.609070 46.449131
324.519440 313.424042 40.749115
309.066681 331.470581 43.203922
339.938263 297.135803 42.314816
149.289185 313.013062 47.590485
299.095459 341.159088 43.781818
183.172134 173.742447 44.841000
306.187378 176.706116 44.641026
339.666656 208.000000 44.000000
352.357147 243.514282 45.371429
165.906921 329.916473 46.563248
150.546570 288.451660 46.926186
350.000000 286.620697 46.275864
348.500000 269.000000 47.500000
271.364075 161.174942 49.699764
144.045746 253.062088 49.382355
317.012512 327.062500 50.066666
343.166656 228.666672 49.000000
345.092773 251.206192 50.896908
192.668793 349.445862 51.452229
194.079025 170.333878 53.646774
317.500000 171.000000 51.500000
329.295441 196.113632 52.030304
150.642853 260.571442 52.464287
337.666656 298.000000 52.000000
171.144409 183.043320 54.750904
168.411179 314.960541 56.171051
258.755493 343.211548 53.928570
288.909088 168.272720 54.636364
182.973450 339.805298 54.893806
211.000000 349.000000 54.000000
165.016388 282.726776 55.846996
233.911392 343.531647 55.291138
167.371429 289.771423 56.514286
236.538467 158.576920 57.000000
226.285721 286.763153 58.225563
251.000000 343.000000 58.428570
183.000000 181.000000 59.000000
233.000000 186.000000 60.000000
286.724396 194.598419 60.700787
265.799988 191.858826 63.000000
217.049118 249.915787 63.256142
245.592361 193.375793 64.324844
296.535706 218.168365 64.698982
315.163269 258.867340 65.561226
269.064514 203.483871 66.500000
275.058838 207.000000 66.411766
301.111877 278.678314 66.776222
295.000000 292.500000 66.000000
293.285706 235.559845 67.471039
197.000000 239.500000 67.000000
296.439667 254.849136 68.137932
282.402039 269.938934 69.391861
272.166656 299.333344 68.000000
249.885376 213.537552 69.857704
231.058823 305.588226 69.000000
279.453613 246.752579 70.701035
270.729156 253.333328 71.250000
258.784882 276.790710 70.796509
281.432434 233.090088 72.513512
244.931030 257.034485 71.655174
259.524872 234.239822 73.131218
