46.596668 46.455257 39.019466
212.454254 240.131622 15.176565
253.512100 248.469086 15.266129
277.683350 249.505157 15.821796
289.992645 294.936279 16.594362
229.246674 216.072433 16.893763
227.309525 254.084885 16.867495
189.678604 260.913788 17.436729
240.374023 265.132477 15.722078
213.578949 271.935211 16.088057
265.480042 278.703033 16.311586
240.671021 282.469971 16.691906
264.214630 294.798553 16.784172
292.117218 270.503265 17.458605
216.101044 293.490356 17.283804
248.166855 303.969147 17.626286
233.199173 195.601654 18.080221
198.045807 204.262695 19.375277
196.469818 226.586975 18.011835
264.978149 227.638351 18.240292
301.922455 249.379730 19.622026
189.371704 288.914459 19.247807
234.194839 178.325363 23.506411
257.872192 213.484024 19.613419
291.201416 229.129578 19.961971
182.355667 239.799026 19.752741
281.895294 315.519867 18.032492
282.793884 214.831253 20.654587
176.121628 267.232178 20.786242
232.424072 334.563385 38.904251
268.353363 195.823318 20.254417
168.419113 242.775787 22.989141
225.064285 313.342865 21.039286
291.358765 324.129944 21.141243
265.259369 325.329834 21.547226
284.933960 188.509430 22.267296
194.804520 176.451767 38.691147
322.428192 231.593811 27.129210
318.712646 265.974670 22.892405
317.620270 287.543488 22.673491
310.426331 309.500641 22.623207
245.171310 324.030548 22.556440
337.562775 243.630630 31.462463
151.723816 274.256622 44.357857
178.869019 298.153839 24.544699
302.801300 334.624176 23.695465
276.184479 172.774063 24.828876
298.661835 203.323654 25.550072
308.804901 219.638733 25.913296
177.403671 192.100922 25.901703
151.635223 257.334473 27.908520
345.627808 282.560211 41.692810
345.281219 258.626495 31.373507
166.067459 298.458344 28.186508
286.151581 339.581085 31.058680
269.023132 158.236176 31.077621
297.803497 181.546021 28.292288
149.492981 237.975800 41.574783
316.331360 329.212585 34.720367
171.686722 320.078369 45.589149
288.162628 161.606598 31.448351
314.835602 203.241028 33.000797
336.600769 302.830750 32.525841
341.208466 225.383240 38.767193
348.215302 269.050995 32.416431
303.611969 166.463333 44.733440
315.600677 185.884140 37.645668
146.702377 221.394211 41.316067
301.010345 343.555389 42.172821
342.041656 312.269440 38.597221
274.778320 329.220093 38.023922
286.266418 153.032211 39.385380
245.564804 321.301727 39.133461
171.000000 324.000000 36.000000
268.962921 148.116852 45.410110
280.373077 344.463776 47.726410
330.546906 323.818756 46.913593
334.582062 202.973953 47.013325
216.000000 336.000000 40.000000
349.394531 254.022049 49.735401
202.880264 336.948212 46.126213
321.456055 184.941406 52.642914
349.297211 232.438080 51.164085
339.695770 301.294556 51.728485
295.493591 344.958344 50.256409
176.354187 203.233475 54.224670
243.782852 160.547440 52.574818
318.475403 332.426239 51.639343
168.544403 218.428574 53.316601
229.892303 163.000000 53.984615
334.498444 216.697815 55.950157
232.622803 341.692993 55.942982
296.941162 161.588242 55.000000
216.170609 176.279617 56.753555
328.125000 315.483337 56.054165
211.000000 171.000000 56.000000
242.000000 171.500000 57.000000
216.386871 252.192307 59.253395
256.316498 185.757568 59.569023
176.682922 231.368286 59.258537
203.819870 193.341614 59.844719
191.807693 218.807693 59.961540
248.814392 194.605835 62.787277
209.012497 202.837494 60.612499
174.954803 249.418076 60.870056
225.943008 338.870453 61.305698
274.164948 185.546387 61.865978
269.260254 197.722885 64.759033
197.588242 224.000000 63.058823
300.333344 294.205139 62.000000
268.807404 332.370361 63.222221
226.860458 205.232559 63.302326
198.000000 220.000000 64.000000
239.920212 208.978729 66.292557
181.000000 290.000000 66.000000
287.000000 293.000000 66.000000
299.368195 231.468185 68.559090
210.513519 231.378372 67.783783
188.000000 251.000000 67.500000
187.000000 320.000000 67.000000
300.767456 253.215118 68.755814
285.956512 260.608704 68.956520
282.880005 279.799988 69.239998
269.000000 296.000000 69.000000
259.725342 214.295776 71.816902
285.000000 230.142853 71.000000
252.586777 240.041321 72.214874
280.500000 247.500000 71.000000
268.941162 253.588242 71.000000
246.137924 222.137924 72.517242
251.000000 257.000000 73.333336
